t_s,delivered_images,utility,backlog_bits,n_active,n_dropped
8490,6818161.9,27.0478,16121057065,24,0
8520,6841203.1,27.1459,15861520598,24,0
8550,6861581.0,27.2319,15631984132,24,0
8580,6881958.9,27.3139,15402447665,24,0
8610,6900514.0,27.3936,15193442963,24,0
8640,6917764.0,27.4718,14999138263,23,0
8670,6935014.1,27.511,14804833562,23,0
8700,6954927.5,27.5936,14580528862,23,0
8730,6972177.6,27.6718,14386224162,23,0
8760,6988537.4,27.7482,14201947471,23,0
8790,7003356.3,27.8174,14035026887,22,0
8820,7018175.2,27.8865,13868106304,22,0
8850,7032994.2,27.9557,13701185720,22,0
8880,7050476.5,28.0292,13504265137,22,0
8910,7065295.4,28.0559,13337344553,22,0
8940,7080114.4,28.0825,13170423970,22,0
8970,7094933.3,28.1089,13003503386,22,0
9000,7118656.6,25.2225,25691102430,30,0
9030,7146792.3,25.3693,25401565964,30,0
9060,7177359.1,25.5327,25084645380,30,0
9090,7205262.6,25.6912,24797724797,30,0
9120,7245321.6,26.2975,24373883630,30,0
9150,7277235.7,26.6367,24041788194,30,0
9180,7307105.8,26.8783,23732715260,29,0
9210,7336743.7,27.0395,23426258210,29,0
9240,7369277.1,27.3805,23087185276,29,0
9270,7399147.3,27.7197,22778112343,29,0
9300,7429017.4,28.059,22469039409,29,0
9330,7458887.5,28.394,22159966476,28,0
9360,7488757.6,28.6675,21850893542,28,0
9390,7518627.7,28.9206,21541820609,28,0
9420,7548497.9,29.1725,21232747675,28,0
9450,7578368.0,29.4213,20923674742,28,0
9480,7608238.1,29.6699,20614601808,28,0
9510,7638108.2,29.9133,20305528875,28,0
9540,7667978.4,30.1528,19996455941,28,0
9570,7697672.0,30.3775,19689370711,28,0
9600,7725111.0,30.5835,19407681894,27,0
9630,7752550.0,30.7874,19125993077,27,0
9660,7779989.0,30.9913,18844304260,27,0
9690,7807428.0,31.1595,18562615444,27,0
9720,7834867.0,31.2972,18280926627,27,0
9750,7862306.0,31.433,17999237810,27,0
9780,7889745.0,31.5687,17717548993,27,0
9810,7917184.0,31.7043,17435860176,27,0
9840,7944623.0,31.8396,17154171359,27,0
9870,7972062.0,31.9721,16872482542,27,0
9900,7999501.1,32.1031,16590793726,27,0
9930,8026940.1,32.2339,16309104909,27,0
9960,8054379.1,32.3644,16027416092,27,0
9990,8079154.7,32.4951,15775727275,27,0
10020,8101499.2,32.6199,15537730516,27,0
10050,8123843.8,32.7361,15299733758,27,0
10080,8149083.9,32.8397,15045429058,27,0
10110,8174324.0,32.9556,14791124358,27,0
10140,8199564.1,33.0551,14536819657,27,0
10170,8224804.2,33.1611,14282514957,27,0
10200,8250044.4,33.27,14028210257,27,0
10230,8275284.5,33.3651,13773905557,27,0
10260,8298325.7,33.4586,13544369090,27,0
10290,8321367.0,33.5517,13314832623,27,0
10320,8346839.3,33.6408,13057912040,27,0
10350,8369880.5,33.7223,12828375573,27,0
10380,8392674.9,33.7924,12600229706,27,0
10410,8414397.0,33.8585,12382936228,27,0
10440,8431099.7,33.9137,12222180764,26,0
10470,8446383.1,33.9658,12077412530,25,0
10500,8459467.6,33.987,11946336355,25,0
10530,8473194.5,34.0274,11815260180,25,0
10560,8488710.1,34.0472,11654184005,25,0
10590,8504637.0,34.1098,11504783779,25,0
10620,8514825.9,34.1243,11403707604,24,0
10650,8525247.1,34.1404,11300015545,24,0
10680,8538331.6,34.1576,11166323487,24,0
10710,8551416.2,34.1747,11032631429,24,0
10740,8563981.7,34.1915,10901862269,24,0
10770,8574635.1,34.2043,10781862269,23,0
10800,8602074.1,30.6968,29672461527,31,0
10830,8629513.1,30.9352,29393388594,31,0
10860,8656952.1,31.1737,29114315660,31,0
10890,8684391.1,31.4088,28835242726,31,0
10920,8710193.6,31.633,28555067660,31,0
10950,8735433.7,31.7614,28270762960,31,0
10980,8760550.3,31.8896,27987848859,31,0
11010,8785558.2,32.1192,27706160043,31,0
11040,8810798.3,32.2461,27424471226,31,0
11070,8836038.5,32.4105,27142782409,31,0
11100,8861278.6,32.6466,26861093592,31,0
11130,8888949.8,32.8705,26579404775,31,0
11160,8913957.7,33.1064,26297715958,31,0
11190,8938965.6,33.3329,26016027141,31,0
11220,8963973.5,33.5594,25734338325,31,0
11250,8991644.7,33.7602,25452649508,31,0
11280,9019315.9,33.9539,25170960691,31,0
11310,9046987.2,34.145,24889271874,31,0
11340,9072186.2,34.3462,24607583057,31,0
11370,9099857.4,34.5298,24325894240,31,0
11400,9124865.3,34.7268,24044205423,31,0
11430,9149671.1,34.9236,23764792453,31,0
11460,9172015.7,35.1175,23513103636,30,0
11490,9194360.2,35.3115,23261414819,30,0
11520,9216704.7,35.5055,23009726003,30,0
11550,9239049.3,35.6979,22758037186,30,0
11580,9261393.8,35.8856,22506348369,30,0
11610,9283738.3,36.0704,22254659552,30,0
11640,9306082.9,36.2531,22002970735,30,0
11670,9328427.4,36.4357,21751281918,30,0
11700,9350771.9,36.6043,21499593101,30,0
11730,9373116.5,36.7702,21247904285,30,0
11760,9400787.7,36.8994,20966215468,30,0
11790,9426877.8,37.0134,20702336404,30,0
11820,9449686.8,37.1205,20475415821,29,0
11850,9469832.5,37.229,20248495237,28,0
11880,9489978.1,37.3376,20021574654,28,0
11910,9512787.1,37.4458,19764654070,28,0
11940,9535596.1,37.5509,19507733487,28,0
11970,9555974.0,37.6514,19278197020,28,0
12000,9576351.9,37.752,19048660553,28,0
12030,9596729.8,37.851,18819124086,28,0
12060,9617107.6,37.9518,18589587620,28,0
12090,9637485.5,38.0526,18360051153,28,0
12120,9660526.8,38.1556,18100514686,28,0
12150,9683444.5,38.2548,17842368819,28,0
12180,9706253.5,38.3523,17585448236,28,0
12210,9729062.5,38.4498,17328527652,28,0
12240,9749984.3,38.5402,17092864767,28,0
12270,9769665.5,38.6265,16871175950,27,0
12300,9789346.7,38.7129,16649487133,27,0
12330,9807865.7,38.7979,16440888801,27,0
12360,9825115.8,38.8815,16246584101,26,0
12390,9842365.8,38.9651,16052279400,26,0
12420,9859615.9,39.0434,15857974700,26,0
12450,9876866.0,39.1201,15663670000,26,0
12480,9894116.0,39.1932,15469365300,26,0
12510,9911366.1,39.2661,15275060600,26,0
12540,9928616.1,39.339,15080755900,26,0
12570,9943667.3,39.4104,14911219433,26,0
12600,9972144.0,35.4243,29878656850,34,0
12630,10002478.6,35.5895,29536968034,34,0
12660,10033501.9,35.7531,29187522070,34,0
12690,10063480.8,35.9146,28849839736,33,0
12720,10093583.1,36.0756,28510766802,33,0
12750,10125884.4,36.2382,28146925635,33,0
12780,10157953.4,36.4001,27785700352,33,0
12810,10190022.4,36.5616,27424475068,33,0
12840,10219892.5,36.7209,27088018018,33,0
12870,10249530.0,36.8766,26754181270,33,0
12900,10274537.9,37.0299,26472492453,32,0
12930,10296882.4,37.181,26220803636,32,0
12960,10319227.0,37.3202,25969114819,32,0
12990,10341571.5,37.4493,25717426002,32,0
13020,10363916.0,37.5617,25465737186,32,0
13050,10386260.6,37.6742,25214048369,32,0
13080,10408605.1,37.7803,24962359552,32,0
13110,10430949.6,37.8768,24710670735,32,0
13140,10453294.2,37.9728,24458981918,32,0
13170,10475638.7,38.0687,24207293101,32,0
13200,10503309.9,38.448,23925604284,32,0
13230,10530981.2,38.8256,23643915468,32,0
13260,10558652.4,39.2022,23362226651,32,0
13290,10586323.6,39.5783,23080537834,31,0
13320,10613994.9,39.9449,22798849017,31,0
13350,10641666.1,40.3054,22517160200,31,0
13380,10669337.3,40.6653,22235471383,31,0
13410,10697008.6,41.0141,21953782566,31,0
13440,10724679.8,41.3587,21672093750,31,0
13470,10752351.1,41.7022,21390404933,31,0
13500,10780022.3,42.0444,21108716116,31,0
13530,10807693.5,42.2885,20827027299,31,0
13560,10835364.8,42.5031,20545338482,31,0
13590,10863036.0,42.7105,20263649665,31,0
13620,10890707.2,42.9108,19981960848,31,0
13650,10918378.5,43.0316,19700272032,31,0
13680,10945447.1,43.147,19421977056,31,0
13710,10970222.8,43.254,19156596181,31,0
13740,10994998.4,43.361,18891215305,31,0
13770,11019774.1,43.4679,18625834430,31,0
13800,11044549.7,43.5731,18360453555,31,0
13830,11066894.3,43.6663,18122456797,31,0
13860,11091902.1,43.7629,17854460038,31,0
13890,11114246.7,43.858,17616463280,31,0
13920,11136126.7,43.9517,17383698288,31,0
13950,11158703.5,44.0484,17143085646,31,0
13980,11178384.7,44.1433,16935088887,31,0
14010,11196738.0,44.2322,16742049450,31,0
14040,11212872.2,44.3141,16574005150,31,0
14070,11227691.2,44.3885,16420776625,30,0
14100,11242510.1,44.4616,16267548100,30,0
14130,11257329.1,44.534,16114319575,30,0
14160,11274811.4,44.6141,15931091050,30,0
14190,11292293.7,44.6934,15747862524,30,0
14220,11309306.5,44.7681,15569922530,30,0
14250,11324357.6,44.8442,15414078121,28,0
14280,11339408.8,44.9204,15258233713,28,0
14310,11354460.0,44.9966,15102389304,28,0
14340,11369511.2,45.0728,14946544896,28,0
14370,11384562.3,45.1239,14790700487,28,0
14400,11399613.5,45.1706,14634856079,28,0
14430,11414664.7,45.2172,14479011671,28,0
14460,11427496.2,45.2571,14348170253,28,0
14490,11439884.0,45.2699,14222325844,27,0
14520,11452271.8,45.2826,14096481436,27,0
14550,11464659.6,45.2954,13970637028,27,0
14580,11477047.5,45.3081,13844792619,27,0
14610,11489435.3,45.3205,13718948211,27,0
14640,11500593.2,45.332,13606957894,27,0
14670,11507886.5,45.3402,13538497603,25,0
14700,11515179.9,45.3484,13470037311,25,0
14730,11522473.2,45.3567,13401577019,25,0
14760,11529766.6,45.3649,13333116727,25,0
14790,11537059.9,45.3724,13264656436,25,0
14820,11544353.3,45.3767,13196196144,25,0
14850,11551646.6,45.381,13127735852,25,0
14880,11558940.0,45.3853,13059275560,25,0
14910,11566233.4,45.3896,12990815269,25,0
14940,11573526.7,45.3938,12922354977,25,0
14970,11580820.1,45.3981,12853894685,25,0
15000,11588113.4,45.4024,12785434394,25,0
15030,11595406.8,45.4067,12716974102,25,0
15060,11602700.1,45.411,12648513810,25,0
15090,11609993.5,45.4153,12580053518,25,0
15120,11617286.8,45.4196,12511593227,25,0
15150,11624580.2,45.4239,12443132935,25,0
15180,11631873.6,45.4281,12374672643,25,0
15210,11639166.9,45.432,12306212351,25,0
15240,11646460.3,45.4353,12237752060,25,0
15270,11653753.6,45.4377,12169291768,25,0
15300,11661047.0,45.4397,12100831476,25,0
15330,11668340.3,45.4413,12032371184,25,0
15360,11673202.6,45.4429,11977602951,25,0
15390,11678064.8,45.4444,11922834718,25,0
15420,11682927.0,45.4458,11868066484,25,0
15450,11685358.2,45.4472,11840682368,25,0
15480,11687789.3,45.4487,11813298251,25,0
15510,11690220.4,45.4501,11785914134,25,0
15540,11691324.8,45.4508,11773474114,25,0
15570,11691324.8,45.4508,11773474114,24,0
15600,11691324.8,45.4508,11773474114,24,0
15630,11691324.8,45.4508,11773474114,24,0
15660,11691324.8,45.4508,11773474114,24,0
15690,11691324.8,45.4508,11773474114,24,0
15720,11691324.8,45.4508,11773474114,24,0
15750,11691324.8,45.4508,11773474114,24,0
15780,11691324.8,45.4508,11773474114,24,0
15810,11691324.8,45.4508,11773474114,24,0
15840,11691324.8,45.4508,11773474114,24,0
15870,11691324.8,45.4508,11773474114,24,0
15900,11691324.8,45.4508,11773474114,24,0
15930,11691324.8,45.4508,11773474114,24,0
15960,11691324.8,45.4508,11773474114,24,0
15990,11691324.8,45.4508,11773474114,24,0
16020,11691324.8,45.4508,11773474114,24,0
16050,11691324.8,45.4508,11773474114,24,0
16080,11691324.8,45.4508,11773474114,24,0
16110,11691324.8,45.4508,11773474114,24,0
16140,11691324.8,45.4508,11773474114,24,0
16170,11691324.8,45.4508,11773474114,24,0
16200,11691324.8,45.4508,11773474114,24,0
16230,11691324.8,45.4508,11773474114,24,0
16260,11691324.8,45.4508,11773474114,24,0
16290,11691324.8,45.4508,11773474114,24,0
16320,11691324.8,45.4508,11773474114,24,0
16350,11691324.8,45.4508,11773474114,24,0
16380,11691324.8,45.4508,11773474114,24,0
16410,11691324.8,45.4508,11773474114,24,0
16440,11691324.8,45.4508,11773474114,24,0
16470,11691324.8,45.4508,11773474114,24,0
16500,11691324.8,45.4508,11773474114,24,0
16530,11691324.8,45.4508,11773474114,24,0
16560,11691324.8,45.4508,11773474114,24,0
16590,11691324.8,45.4508,11773474114,24,0
16620,11691324.8,45.4508,11773474114,24,0
16650,11691324.8,45.4508,11773474114,24,0
16680,11691324.8,45.4508,11773474114,24,0
16710,11691324.8,45.4508,11773474114,24,0
16740,11691324.8,45.4508,11773474114,24,0
16770,11691324.8,45.4508,11773474114,24,0
16800,11691324.8,45.4508,11773474114,24,0
16830,11691324.8,45.4508,11773474114,24,0
16860,11691324.8,45.4508,11773474114,24,0
16890,11691324.8,45.4508,11773474114,24,0
16920,11691324.8,45.4508,11773474114,24,0
16950,11691324.8,45.4508,11773474114,24,0
16980,11691324.8,45.4508,11773474114,24,0
17010,11691324.8,45.4508,11773474114,24,0
17040,11691324.8,45.4508,11773474114,24,0
17070,11691324.8,45.4508,11773474114,24,0
17100,11691324.8,45.4508,11773474114,24,0
17130,11691324.8,45.4508,11773474114,24,0
17160,11691324.8,45.4508,11773474114,24,0
17190,11691324.8,45.4508,11773474114,24,0
17220,11691324.8,45.4508,11773474114,24,0
17250,11691324.8,45.4508,11773474114,24,0
17280,11691324.8,45.4508,11773474114,24,0
17310,11691324.8,45.4508,11773474114,24,0
17340,11691324.8,45.4508,11773474114,24,0
17370,11691324.8,45.4508,11773474114,24,0
17400,11691324.8,45.4508,11773474114,24,0
17430,11691324.8,45.4508,11773474114,24,0
17460,11691324.8,45.4508,11773474114,24,0
17490,11691324.8,45.4508,11773474114,24,0
17520,11691324.8,45.4508,11773474114,24,0
17550,11691324.8,45.4508,11773474114,24,0
17580,11691324.8,45.4508,11773474114,24,0
17610,11691324.8,45.4508,11773474114,24,0
17640,11691324.8,45.4508,11773474114,24,0
17670,11691324.8,45.4508,11773474114,24,0
17700,11691324.8,45.4508,11773474114,24,0
17730,11691324.8,45.4508,11773474114,24,0
17760,11691324.8,45.4508,11773474114,24,0
17790,11691324.8,45.4508,11773474114,24,0
17820,11691324.8,45.4508,11773474114,24,0
17850,11691324.8,45.4508,11773474114,24,0
17880,11691324.8,45.4508,11773474114,24,0
17910,11691324.8,45.4508,11773474114,24,0
17940,11691324.8,45.4508,11773474114,24,0
17970,11691324.8,45.4508,11773474114,24,0
18000,11691324.8,45.4508,11773474114,24,0
