t_s,ground_station,serving_sat,serving_el_deg,src_sat,path,hops,prop_delay_ms,reachable
4890,Tokyo,,,0,UNREACHABLE,,,False
4890,Sao-Paulo,,,0,UNREACHABLE,,,False
4900,Tokyo,,,0,UNREACHABLE,,,False
4900,Sao-Paulo,,,0,UNREACHABLE,,,False
4910,Tokyo,,,0,UNREACHABLE,,,False
4910,Sao-Paulo,,,0,UNREACHABLE,,,False
4920,Tokyo,,,0,UNREACHABLE,,,False
4920,Sao-Paulo,,,0,UNREACHABLE,,,False
4930,Tokyo,,,0,UNREACHABLE,,,False
4930,Sao-Paulo,,,0,UNREACHABLE,,,False
4940,Tokyo,,,0,UNREACHABLE,,,False
4940,Sao-Paulo,,,0,UNREACHABLE,,,False
4950,Tokyo,,,0,UNREACHABLE,,,False
4950,Sao-Paulo,,,0,UNREACHABLE,,,False
4960,Tokyo,,,0,UNREACHABLE,,,False
4960,Sao-Paulo,0,10.12,0,0→7,1,6.028,True
4970,Tokyo,,,0,UNREACHABLE,,,False
4970,Sao-Paulo,0,11.08,0,0→7,1,5.816,True
4980,Tokyo,,,0,UNREACHABLE,,,False
4980,Sao-Paulo,0,12.09,0,0→7,1,5.607,True
4990,Tokyo,,,0,UNREACHABLE,,,False
4990,Sao-Paulo,0,13.15,0,0→7,1,5.398,True
5000,Tokyo,,,0,UNREACHABLE,,,False
5000,Sao-Paulo,0,14.27,0,0→7,1,5.192,True
5010,Tokyo,,,0,UNREACHABLE,,,False
5010,Sao-Paulo,0,15.45,0,0→7,1,4.987,True
5020,Tokyo,,,0,UNREACHABLE,,,False
5020,Sao-Paulo,0,16.7,0,0→7,1,4.785,True
5030,Tokyo,,,0,UNREACHABLE,,,False
5030,Sao-Paulo,0,18.03,0,0→7,1,4.585,True
5040,Tokyo,,,0,UNREACHABLE,,,False
5040,Sao-Paulo,0,19.44,0,0→7,1,4.389,True
5050,Tokyo,,,0,UNREACHABLE,,,False
5050,Sao-Paulo,0,20.94,0,0→7,1,4.196,True
5060,Tokyo,,,0,UNREACHABLE,,,False
5060,Sao-Paulo,0,22.54,0,0→7,1,4.007,True
5070,Tokyo,,,0,UNREACHABLE,,,False
5070,Sao-Paulo,0,24.25,0,0→7,1,3.823,True
5080,Tokyo,,,0,UNREACHABLE,,,False
5080,Sao-Paulo,0,26.07,0,0→7,1,3.644,True
5090,Tokyo,,,0,UNREACHABLE,,,False
5090,Sao-Paulo,0,28.01,0,0→7,1,3.471,True
5100,Tokyo,,,0,UNREACHABLE,,,False
5100,Sao-Paulo,0,30.08,0,0→7,1,3.306,True
5110,Tokyo,,,0,UNREACHABLE,,,False
5110,Sao-Paulo,0,32.26,0,0→7,1,3.148,True
5120,Tokyo,,,0,UNREACHABLE,,,False
5120,Sao-Paulo,0,34.55,0,0→7,1,3.001,True
5130,Tokyo,,,0,UNREACHABLE,,,False
5130,Sao-Paulo,0,36.91,0,0→7,1,2.865,True
5140,Tokyo,,,0,UNREACHABLE,,,False
5140,Sao-Paulo,0,39.31,0,0→7,1,2.742,True
5150,Tokyo,,,0,UNREACHABLE,,,False
5150,Sao-Paulo,0,41.67,0,0→7,1,2.633,True
5160,Tokyo,,,0,UNREACHABLE,,,False
5160,Sao-Paulo,0,43.88,0,0→7,1,2.542,True
5170,Tokyo,,,0,UNREACHABLE,,,False
5170,Sao-Paulo,0,45.83,0,0→7,1,2.468,True
5180,Tokyo,,,0,UNREACHABLE,,,False
5180,Sao-Paulo,0,47.35,0,0→7,1,2.415,True
5190,Tokyo,,,0,UNREACHABLE,,,False
5190,Sao-Paulo,0,48.3,0,0→7,1,2.384,True
5200,Tokyo,,,0,UNREACHABLE,,,False
5200,Sao-Paulo,0,48.57,0,0→7,1,2.375,True
5210,Tokyo,,,0,UNREACHABLE,,,False
5210,Sao-Paulo,0,48.14,0,0→7,1,2.389,True
5220,Tokyo,,,0,UNREACHABLE,,,False
5220,Sao-Paulo,0,47.05,0,0→7,1,2.425,True
5230,Tokyo,,,0,UNREACHABLE,,,False
5230,Sao-Paulo,0,45.42,0,0→7,1,2.483,True
5240,Tokyo,,,0,UNREACHABLE,,,False
5240,Sao-Paulo,0,43.41,0,0→7,1,2.561,True
5250,Tokyo,,,0,UNREACHABLE,,,False
5250,Sao-Paulo,0,41.15,0,0→7,1,2.656,True
5260,Tokyo,,,0,UNREACHABLE,,,False
5260,Sao-Paulo,0,38.77,0,0→7,1,2.768,True
5270,Tokyo,,,0,UNREACHABLE,,,False
5270,Sao-Paulo,0,36.38,0,0→7,1,2.895,True
5280,Tokyo,,,0,UNREACHABLE,,,False
5280,Sao-Paulo,0,34.02,0,0→7,1,3.033,True
5290,Tokyo,,,0,UNREACHABLE,,,False
5290,Sao-Paulo,0,31.76,0,0→7,1,3.183,True
5300,Tokyo,,,0,UNREACHABLE,,,False
5300,Sao-Paulo,0,29.6,0,0→7,1,3.342,True
5310,Tokyo,,,0,UNREACHABLE,,,False
5310,Sao-Paulo,0,27.56,0,0→7,1,3.51,True
5320,Tokyo,,,0,UNREACHABLE,,,False
5320,Sao-Paulo,0,25.64,0,0→7,1,3.684,True
5330,Tokyo,,,0,UNREACHABLE,,,False
5330,Sao-Paulo,0,23.85,0,0→7,1,3.865,True
5340,Tokyo,,,0,UNREACHABLE,,,False
5340,Sao-Paulo,0,22.16,0,0→7,1,4.05,True
5350,Tokyo,,,0,UNREACHABLE,,,False
5350,Sao-Paulo,0,20.58,0,0→7,1,4.241,True
5360,Tokyo,,,0,UNREACHABLE,,,False
5360,Sao-Paulo,0,19.1,0,0→7,1,4.435,True
5370,Tokyo,,,0,UNREACHABLE,,,False
5370,Sao-Paulo,0,17.71,0,0→7,1,4.632,True
5380,Tokyo,,,0,UNREACHABLE,,,False
5380,Sao-Paulo,0,16.4,0,0→7,1,4.833,True
5390,Tokyo,,,0,UNREACHABLE,,,False
5390,Sao-Paulo,0,15.16,0,0→7,1,5.036,True
5400,Tokyo,,,0,UNREACHABLE,,,False
5400,Sao-Paulo,0,14.0,0,0→7,1,5.241,True
5410,Tokyo,,,0,UNREACHABLE,,,False
5410,Sao-Paulo,0,12.89,0,0→7,1,5.448,True
5420,Tokyo,,,0,UNREACHABLE,,,False
5420,Sao-Paulo,0,11.84,0,0→7,1,5.657,True
5430,Tokyo,,,0,UNREACHABLE,,,False
5430,Sao-Paulo,0,10.84,0,0→7,1,5.868,True
5440,Tokyo,,,0,UNREACHABLE,,,False
5440,Sao-Paulo,,,0,UNREACHABLE,,,False
5450,Tokyo,,,0,UNREACHABLE,,,False
5450,Sao-Paulo,,,0,UNREACHABLE,,,False
5460,Tokyo,,,0,UNREACHABLE,,,False
5460,Sao-Paulo,,,0,UNREACHABLE,,,False
5470,Tokyo,,,0,UNREACHABLE,,,False
5470,Sao-Paulo,,,0,UNREACHABLE,,,False
5480,Tokyo,,,0,UNREACHABLE,,,False
5480,Sao-Paulo,,,0,UNREACHABLE,,,False
5490,Tokyo,,,0,UNREACHABLE,,,False
5490,Sao-Paulo,,,0,UNREACHABLE,,,False
5500,Tokyo,,,0,UNREACHABLE,,,False
5500,Sao-Paulo,,,0,UNREACHABLE,,,False
5510,Tokyo,,,0,UNREACHABLE,,,False
5510,Sao-Paulo,,,0,UNREACHABLE,,,False
5520,Tokyo,,,0,UNREACHABLE,,,False
5520,Sao-Paulo,,,0,UNREACHABLE,,,False
5530,Tokyo,,,0,UNREACHABLE,,,False
5530,Sao-Paulo,,,0,UNREACHABLE,,,False
5540,Tokyo,,,0,UNREACHABLE,,,False
5540,Sao-Paulo,,,0,UNREACHABLE,,,False
5550,Tokyo,,,0,UNREACHABLE,,,False
5550,Sao-Paulo,,,0,UNREACHABLE,,,False
5560,Tokyo,,,0,UNREACHABLE,,,False
5560,Sao-Paulo,,,0,UNREACHABLE,,,False
5570,Tokyo,,,0,UNREACHABLE,,,False
5570,Sao-Paulo,,,0,UNREACHABLE,,,False
5580,Tokyo,,,0,UNREACHABLE,,,False
5580,Sao-Paulo,,,0,UNREACHABLE,,,False
5590,Tokyo,,,0,UNREACHABLE,,,False
5590,Sao-Paulo,,,0,UNREACHABLE,,,False
5600,Tokyo,,,0,UNREACHABLE,,,False
5600,Sao-Paulo,,,0,UNREACHABLE,,,False
5610,Tokyo,,,0,UNREACHABLE,,,False
5610,Sao-Paulo,,,0,UNREACHABLE,,,False
5620,Tokyo,,,0,UNREACHABLE,,,False
5620,Sao-Paulo,,,0,UNREACHABLE,,,False
5630,Tokyo,,,0,UNREACHABLE,,,False
5630,Sao-Paulo,,,0,UNREACHABLE,,,False
5640,Tokyo,,,0,UNREACHABLE,,,False
5640,Sao-Paulo,,,0,UNREACHABLE,,,False
5650,Tokyo,,,0,UNREACHABLE,,,False
5650,Sao-Paulo,,,0,UNREACHABLE,,,False
5660,Tokyo,,,0,UNREACHABLE,,,False
5660,Sao-Paulo,,,0,UNREACHABLE,,,False
5670,Tokyo,,,0,UNREACHABLE,,,False
5670,Sao-Paulo,,,0,UNREACHABLE,,,False
5680,Tokyo,,,0,UNREACHABLE,,,False
5680,Sao-Paulo,,,0,UNREACHABLE,,,False
5690,Tokyo,,,0,UNREACHABLE,,,False
5690,Sao-Paulo,,,0,UNREACHABLE,,,False
5700,Tokyo,,,0,UNREACHABLE,,,False
5700,Sao-Paulo,,,0,UNREACHABLE,,,False
5710,Tokyo,,,0,UNREACHABLE,,,False
5710,Sao-Paulo,,,0,UNREACHABLE,,,False
5720,Tokyo,,,0,UNREACHABLE,,,False
5720,Sao-Paulo,,,0,UNREACHABLE,,,False
5730,Tokyo,,,0,UNREACHABLE,,,False
5730,Sao-Paulo,,,0,UNREACHABLE,,,False
5740,Tokyo,,,0,UNREACHABLE,,,False
5740,Sao-Paulo,,,0,UNREACHABLE,,,False
5750,Tokyo,,,0,UNREACHABLE,,,False
5750,Sao-Paulo,,,0,UNREACHABLE,,,False
5760,Tokyo,,,0,UNREACHABLE,,,False
5760,Sao-Paulo,,,0,UNREACHABLE,,,False
5770,Tokyo,,,0,UNREACHABLE,,,False
5770,Sao-Paulo,,,0,UNREACHABLE,,,False
5780,Tokyo,,,0,UNREACHABLE,,,False
5780,Sao-Paulo,,,0,UNREACHABLE,,,False
5790,Tokyo,,,0,UNREACHABLE,,,False
5790,Sao-Paulo,,,0,UNREACHABLE,,,False
5800,Tokyo,,,0,UNREACHABLE,,,False
5800,Sao-Paulo,,,0,UNREACHABLE,,,False
5810,Tokyo,,,0,UNREACHABLE,,,False
5810,Sao-Paulo,,,0,UNREACHABLE,,,False
5820,Tokyo,,,0,UNREACHABLE,,,False
5820,Sao-Paulo,,,0,UNREACHABLE,,,False
5830,Tokyo,,,0,UNREACHABLE,,,False
5830,Sao-Paulo,,,0,UNREACHABLE,,,False
5840,Tokyo,,,0,UNREACHABLE,,,False
5840,Sao-Paulo,,,0,UNREACHABLE,,,False
5850,Tokyo,,,0,UNREACHABLE,,,False
5850,Sao-Paulo,,,0,UNREACHABLE,,,False
5860,Tokyo,,,0,UNREACHABLE,,,False
5860,Sao-Paulo,,,0,UNREACHABLE,,,False
5870,Tokyo,,,0,UNREACHABLE,,,False
5870,Sao-Paulo,,,0,UNREACHABLE,,,False
5880,Tokyo,,,0,UNREACHABLE,,,False
5880,Sao-Paulo,,,0,UNREACHABLE,,,False
5890,Tokyo,,,0,UNREACHABLE,,,False
5890,Sao-Paulo,,,0,UNREACHABLE,,,False
5900,Tokyo,,,0,UNREACHABLE,,,False
5900,Sao-Paulo,,,0,UNREACHABLE,,,False
5910,Tokyo,,,0,UNREACHABLE,,,False
5910,Sao-Paulo,,,0,UNREACHABLE,,,False
5920,Tokyo,1,10.36,0,0→1→6,2,45.961,True
5920,Sao-Paulo,,,0,UNREACHABLE,,,False
5930,Tokyo,1,11.04,0,0→1→6,2,45.811,True
5930,Sao-Paulo,,,0,UNREACHABLE,,,False
5940,Tokyo,1,11.73,0,0→1→6,2,45.666,True
5940,Sao-Paulo,,,0,UNREACHABLE,,,False
5950,Tokyo,1,12.41,0,0→1→6,2,45.528,True
5950,Sao-Paulo,,,0,UNREACHABLE,,,False
5960,Tokyo,1,13.09,0,0→1→6,2,45.395,True
5960,Sao-Paulo,,,0,UNREACHABLE,,,False
5970,Tokyo,1,13.76,0,0→1→6,2,45.27,True
5970,Sao-Paulo,,,0,UNREACHABLE,,,False
5980,Tokyo,1,14.41,0,0→1→6,2,45.152,True
5980,Sao-Paulo,,,0,UNREACHABLE,,,False
5990,Tokyo,1,15.04,0,0→1→6,2,45.042,True
5990,Sao-Paulo,,,0,UNREACHABLE,,,False
6000,Tokyo,1,15.65,0,0→1→6,2,44.941,True
6000,Sao-Paulo,,,0,UNREACHABLE,,,False
