t,link_id,type,node_a,node_b,dist_km,available,elevation_deg
3270,46,GSL,1,6,13247.07,0,-85.09
3270,47,GSL,2,6,5774.99,0,-20.72
3270,48,GSL,3,6,10736.23,0,-52.11
3270,49,GSL,4,6,4618.83,0,-13.78
3270,50,GSL,5,6,11352.07,0,-57.18
3270,51,GSL,0,7,11237.12,0,-56.19
3270,52,GSL,1,7,1286.14,1,20.19
3270,53,GSL,2,7,11727.85,0,-60.63
3270,54,GSL,3,7,9024.75,0,-40.14
3270,55,GSL,4,7,12265.68,0,-66.33
3270,56,GSL,5,7,5794.53,0,-20.84
3280,0,ISL,0,1,11987.52,1,
3280,1,ISL,1,2,11987.52,1,
3280,2,ISL,2,0,11987.52,1,
3280,3,ISL,3,4,11987.52,1,
3280,4,ISL,4,5,11987.52,1,
3280,5,ISL,5,3,11987.52,1,
3280,6,ISL,0,3,9493.34,1,
3280,7,ISL,1,4,13178.69,1,
3280,8,ISL,2,5,8697.45,1,
3280,45,GSL,0,6,7583.05,0,-31.3
3280,46,GSL,1,6,13241.45,0,-84.79
3280,47,GSL,2,6,5712.36,0,-20.36
3280,48,GSL,3,6,10705.79,0,-51.87
3280,49,GSL,4,6,4624.97,0,-13.82
3280,50,GSL,5,6,11378.29,0,-57.41
3280,51,GSL,0,7,11200.55,0,-55.87
3280,52,GSL,1,7,1311.76,1,19.54
3280,53,GSL,2,7,11759.96,0,-60.94
3280,54,GSL,3,7,9063.91,0,-40.39
3280,55,GSL,4,7,12254.88,0,-66.2
3280,56,GSL,5,7,5756.13,0,-20.61
3290,0,ISL,0,1,11987.52,1,
3290,1,ISL,1,2,11987.52,1,
3290,2,ISL,2,0,11987.52,1,
3290,3,ISL,3,4,11987.52,1,
3290,4,ISL,4,5,11987.52,1,
3290,5,ISL,5,3,11987.52,1,
3290,6,ISL,0,3,9428.04,1,
3290,7,ISL,1,4,13185.09,1,
3290,8,ISL,2,5,8758.57,1,
3290,45,GSL,0,6,7640.31,0,-31.64
3290,46,GSL,1,6,13235.46,0,-84.49
3290,47,GSL,2,6,5649.59,0,-19.99
3290,48,GSL,3,6,10675.09,0,-51.63
3290,49,GSL,4,6,4631.94,0,-13.87
3290,50,GSL,5,6,11404.26,0,-57.64
3290,51,GSL,0,7,11163.67,0,-55.56
3290,52,GSL,1,7,1340.46,1,18.83
3290,53,GSL,2,7,11791.75,0,-61.25
3290,54,GSL,3,7,9102.98,0,-40.65
3290,55,GSL,4,7,12243.78,0,-66.07
3290,56,GSL,5,7,5717.98,0,-20.39
3300,0,ISL,0,1,11987.52,1,
3300,1,ISL,1,2,11987.52,1,
3300,2,ISL,2,0,11987.52,1,
3300,3,ISL,3,4,11987.52,1,
3300,4,ISL,4,5,11987.52,1,
3300,5,ISL,5,3,11987.52,1,
3300,6,ISL,0,3,9362.9,1,
3300,7,ISL,1,4,13190.38,1,
3300,8,ISL,2,5,8820.26,1,
3300,45,GSL,0,6,7697.37,0,-31.98
3300,46,GSL,1,6,13229.1,0,-84.19
3300,47,GSL,2,6,5586.68,0,-19.62
3300,48,GSL,3,6,10644.14,0,-51.39
3300,49,GSL,4,6,4639.74,0,-13.91
3300,50,GSL,5,6,11429.99,0,-57.87
3300,51,GSL,0,7,11126.48,0,-55.25
3300,52,GSL,1,7,1372.03,1,18.09
3300,53,GSL,2,7,11823.22,0,-61.57
3300,54,GSL,3,7,9141.96,0,-40.9
3300,55,GSL,4,7,12232.37,0,-65.94
3300,56,GSL,5,7,5680.09,0,-20.17
3310,0,ISL,0,1,11987.52,1,
3310,1,ISL,1,2,11987.52,1,
3310,2,ISL,2,0,11987.52,1,
3310,3,ISL,3,4,11987.52,1,
3310,4,ISL,4,5,11987.52,1,
3310,5,ISL,5,3,11987.52,1,
3310,6,ISL,0,3,9297.97,1,
3310,7,ISL,1,4,13194.57,1,
3310,8,ISL,2,5,8882.47,1,
3310,45,GSL,0,6,7754.21,0,-32.31
3310,46,GSL,1,6,13222.38,0,-83.88
3310,47,GSL,2,6,5523.64,0,-19.25
3310,48,GSL,3,6,10612.93,0,-51.16
3310,49,GSL,4,6,4648.36,0,-13.97
3310,50,GSL,5,6,11455.48,0,-58.1
3310,51,GSL,0,7,11088.99,0,-54.94
3310,52,GSL,1,7,1406.29,1,17.31
3310,53,GSL,2,7,11854.38,0,-61.88
3310,54,GSL,3,7,9180.84,0,-41.15
3310,55,GSL,4,7,12220.66,0,-65.8
3310,56,GSL,5,7,5642.46,0,-19.95
3320,0,ISL,0,1,11987.52,1,
3320,1,ISL,1,2,11987.52,1,
3320,2,ISL,2,0,11987.52,1,
3320,3,ISL,3,4,11987.52,1,
3320,4,ISL,4,5,11987.52,1,
3320,5,ISL,5,3,11987.52,1,
3320,6,ISL,0,3,9233.28,1,
3320,7,ISL,1,4,13197.63,1,
3320,8,ISL,2,5,8945.18,1,
3320,45,GSL,0,6,7810.84,0,-32.65
3320,46,GSL,1,6,13215.29,0,-83.58
3320,47,GSL,2,6,5460.46,0,-18.87
3320,48,GSL,3,6,10581.48,0,-50.92
3320,49,GSL,4,6,4657.8,0,-14.03
3320,50,GSL,5,6,11480.72,0,-58.32
3320,51,GSL,0,7,11051.19,0,-54.63
3320,52,GSL,1,7,1443.02,1,16.52
3320,53,GSL,2,7,11885.23,0,-62.19
3320,54,GSL,3,7,9219.62,0,-41.4
3320,55,GSL,4,7,12208.65,0,-65.66
3320,56,GSL,5,7,5605.1,0,-19.73
3330,0,ISL,0,1,11987.52,1,
3330,1,ISL,1,2,11987.52,1,
3330,2,ISL,2,0,11987.52,1,
3330,3,ISL,3,4,11987.52,1,
3330,4,ISL,4,5,11987.52,1,
3330,5,ISL,5,3,11987.52,1,
3330,6,ISL,0,3,9168.86,1,
3330,7,ISL,1,4,13199.59,1,
3330,8,ISL,2,5,9008.33,1,
3330,45,GSL,0,6,7867.25,0,-32.99
3330,46,GSL,1,6,13207.83,0,-83.27
3330,47,GSL,2,6,5397.15,0,-18.5
3330,48,GSL,3,6,10549.77,0,-50.68
3330,49,GSL,4,6,4668.05,0,-14.09
3330,50,GSL,5,6,11505.71,0,-58.55
3330,51,GSL,0,7,11013.08,0,-54.31
3330,52,GSL,1,7,1482.06,1,15.71
3330,53,GSL,2,7,11915.75,0,-62.5
3330,54,GSL,3,7,9258.29,0,-41.65
3330,55,GSL,4,7,12196.34,0,-65.52
3330,56,GSL,5,7,5568.04,0,-19.51
3340,0,ISL,0,1,11987.52,1,
3340,1,ISL,1,2,11987.52,1,
3340,2,ISL,2,0,11987.52,1,
3340,3,ISL,3,4,11987.52,1,
3340,4,ISL,4,5,11987.52,1,
3340,5,ISL,5,3,11987.52,1,
3340,6,ISL,0,3,9104.76,1,
3340,7,ISL,1,4,13200.43,1,
3340,8,ISL,2,5,9071.89,1,
3340,45,GSL,0,6,7923.45,0,-33.33
3340,46,GSL,1,6,13200.0,0,-82.97
3340,47,GSL,2,6,5333.72,0,-18.12
3340,48,GSL,3,6,10517.81,0,-50.43
3340,49,GSL,4,6,4679.11,0,-14.16
3340,50,GSL,5,6,11530.45,0,-58.78
3340,51,GSL,0,7,10974.68,0,-54.0
3340,52,GSL,1,7,1523.21,1,14.9
3340,53,GSL,2,7,11945.96,0,-62.81
3340,54,GSL,3,7,9296.86,0,-41.91
3340,55,GSL,4,7,12183.73,0,-65.38
3340,56,GSL,5,7,5531.26,0,-19.29
3350,0,ISL,0,1,11987.52,1,
3350,1,ISL,1,2,11987.52,1,
3350,2,ISL,2,0,11987.52,1,
3350,3,ISL,3,4,11987.52,1,
3350,4,ISL,4,5,11987.52,1,
3350,5,ISL,5,3,11987.52,1,
3350,6,ISL,0,3,9041.0,1,
3350,7,ISL,1,4,13200.16,1,
3350,8,ISL,2,5,9135.82,1,
3350,45,GSL,0,6,7979.43,0,-33.66
3350,46,GSL,1,6,13191.81,0,-82.66
3350,47,GSL,2,6,5270.15,0,-17.74
3350,48,GSL,3,6,10485.61,0,-50.19
3350,49,GSL,4,6,4690.96,0,-14.23
3350,50,GSL,5,6,11554.94,0,-59.0
3350,51,GSL,0,7,10935.97,0,-53.69
3350,52,GSL,1,7,1566.31,1,14.09
3350,53,GSL,2,7,11975.84,0,-63.12
3350,54,GSL,3,7,9335.32,0,-42.16
3350,55,GSL,4,7,12170.81,0,-65.23
3350,56,GSL,5,7,5494.8,0,-19.08
3360,0,ISL,0,1,11987.52,1,
3360,1,ISL,1,2,11987.52,1,
3360,2,ISL,2,0,11987.52,1,
3360,3,ISL,3,4,11987.52,1,
3360,4,ISL,4,5,11987.52,1,
3360,5,ISL,5,3,11987.52,1,
3360,6,ISL,0,3,8977.64,1,
3360,7,ISL,1,4,13198.78,1,
3360,8,ISL,2,5,9200.08,1,
3360,45,GSL,0,6,8035.19,0,-34.0
3360,46,GSL,1,6,13183.25,0,-82.35
3360,47,GSL,2,6,5206.47,0,-17.36
3360,48,GSL,3,6,10453.16,0,-49.95
3360,49,GSL,4,6,4703.61,0,-14.31
3360,50,GSL,5,6,11579.17,0,-59.23
3360,51,GSL,0,7,10896.97,0,-53.37
3360,52,GSL,1,7,1611.2,1,13.28
3360,53,GSL,2,7,12005.41,0,-63.43
3360,54,GSL,3,7,9373.66,0,-42.41
3360,55,GSL,4,7,12157.6,0,-65.09
3360,56,GSL,5,7,5458.66,0,-18.86
3370,0,ISL,0,1,11987.52,1,
3370,1,ISL,1,2,11987.52,1,
3370,2,ISL,2,0,11987.52,1,
3370,3,ISL,3,4,11987.52,1,
3370,4,ISL,4,5,11987.52,1,
3370,5,ISL,5,3,11987.52,1,
3370,6,ISL,0,3,8914.7,1,
3370,7,ISL,1,4,13196.28,1,
3370,8,ISL,2,5,9264.63,1,
3370,45,GSL,0,6,8090.73,0,-34.34
3370,46,GSL,1,6,13174.32,0,-82.05
3370,47,GSL,2,6,5142.66,0,-16.98
3370,48,GSL,3,6,10420.46,0,-49.71
3370,49,GSL,4,6,4717.05,0,-14.39
3370,50,GSL,5,6,11603.15,0,-59.45
3370,51,GSL,0,7,10857.66,0,-53.06
3370,52,GSL,1,7,1657.72,1,12.47
3370,53,GSL,2,7,12034.65,0,-63.74
3370,54,GSL,3,7,9411.89,0,-42.66
3370,55,GSL,4,7,12144.08,0,-64.94
3370,56,GSL,5,7,5422.84,0,-18.65
3380,0,ISL,0,1,11987.52,1,
3380,1,ISL,1,2,11987.52,1,
3380,2,ISL,2,0,11987.52,1,
3380,3,ISL,3,4,11987.52,1,
3380,4,ISL,4,5,11987.52,1,
3380,5,ISL,5,3,11987.52,1,
3380,6,ISL,0,3,8852.22,1,
3380,7,ISL,1,4,13192.68,1,
3380,8,ISL,2,5,9329.45,1,
3380,45,GSL,0,6,8146.05,0,-34.67
3380,46,GSL,1,6,13165.03,0,-81.74
3380,47,GSL,2,6,5078.74,0,-16.6
3380,48,GSL,3,6,10387.52,0,-49.46
3380,49,GSL,4,6,4731.26,0,-14.48
3380,50,GSL,5,6,11626.88,0,-59.67
3380,51,GSL,0,7,10818.05,0,-52.75
3380,52,GSL,1,7,1705.74,1,11.68
3380,53,GSL,2,7,12063.57,0,-64.05
3380,54,GSL,3,7,9450.01,0,-42.92
3380,55,GSL,4,7,12130.26,0,-64.78
3380,56,GSL,5,7,5387.36,0,-18.44
3390,0,ISL,0,1,11987.52,1,
3390,1,ISL,1,2,11987.52,1,
3390,2,ISL,2,0,11987.52,1,
3390,3,ISL,3,4,11987.52,1,
3390,4,ISL,4,5,11987.52,1,
3390,5,ISL,5,3,11987.52,1,
3390,6,ISL,0,3,8790.26,1,
3390,7,ISL,1,4,13187.96,1,
3390,8,ISL,2,5,9394.48,1,
3390,45,GSL,0,6,8201.14,0,-35.01
3390,46,GSL,1,6,13155.37,0,-81.43
3390,47,GSL,2,6,5014.7,0,-16.21
3390,48,GSL,3,6,10354.33,0,-49.22
3390,49,GSL,4,6,4746.25,0,-14.57
3390,50,GSL,5,6,11650.34,0,-59.89
3390,51,GSL,0,7,10778.15,0,-52.43
3390,52,GSL,1,7,1755.14,1,10.9
3390,53,GSL,2,7,12092.17,0,-64.36
3390,54,GSL,3,7,9488.0,0,-43.17
3390,55,GSL,4,7,12116.15,0,-64.63
3390,56,GSL,5,7,5352.24,0,-18.23
3400,0,ISL,0,1,11987.52,1,
3400,1,ISL,1,2,11987.52,1,
3400,2,ISL,2,0,11987.52,1,
3400,3,ISL,3,4,11987.52,1,
3400,4,ISL,4,5,11987.52,1,
3400,5,ISL,5,3,11987.52,1,
3400,6,ISL,0,3,8728.84,1,
3400,7,ISL,1,4,13182.13,1,
3400,8,ISL,2,5,9459.7,1,
3400,45,GSL,0,6,8256.0,0,-35.34
3400,46,GSL,1,6,13145.35,0,-81.12
3400,47,GSL,2,6,4950.55,0,-15.82
3400,48,GSL,3,6,10320.91,0,-48.97
3400,49,GSL,4,6,4762.0,0,-14.67
3400,50,GSL,5,6,11673.55,0,-60.11
3400,51,GSL,0,7,10737.95,0,-52.12
3400,52,GSL,1,7,1805.79,1,10.14
3400,53,GSL,2,7,12120.44,0,-64.67
3400,54,GSL,3,7,9525.87,0,-43.42
3400,55,GSL,4,7,12101.73,0,-64.47
3400,56,GSL,5,7,5317.48,0,-18.02
3410,0,ISL,0,1,11987.52,1,
3410,1,ISL,1,2,11987.52,1,
3410,2,ISL,2,0,11987.52,1,
3410,3,ISL,3,4,11987.52,1,
3410,4,ISL,4,5,11987.52,1,
3410,5,ISL,5,3,11987.52,1,
3410,6,ISL,0,3,8668.02,1,
3410,7,ISL,1,4,13175.19,1,
3410,8,ISL,2,5,9525.07,1,
3410,45,GSL,0,6,8310.64,0,-35.68
3410,46,GSL,1,6,13134.96,0,-80.81
3410,47,GSL,2,6,4886.28,0,-15.43
3410,48,GSL,3,6,10287.25,0,-48.73
3410,49,GSL,4,6,4778.5,0,-14.77
3410,50,GSL,5,6,11696.5,0,-60.33
3410,51,GSL,0,7,10697.46,0,-51.8
3410,52,GSL,1,7,1857.58,0,9.39
3410,53,GSL,2,7,12148.39,0,-64.98
3410,54,GSL,3,7,9563.61,0,-43.67
3410,55,GSL,4,7,12087.02,0,-64.31
3410,56,GSL,5,7,5283.1,0,-17.82
3420,0,ISL,0,1,11987.52,1,
3420,1,ISL,1,2,11987.52,1,
3420,2,ISL,2,0,11987.52,1,
3420,3,ISL,3,4,11987.52,1,
3420,4,ISL,4,5,11987.52,1,
3420,5,ISL,5,3,11987.52,1,
3420,6,ISL,0,3,8607.83,1,
3420,7,ISL,1,4,13167.14,1,
3420,8,ISL,2,5,9590.56,1,
3420,45,GSL,0,6,8365.04,0,-36.01
3420,46,GSL,1,6,13124.21,0,-80.5
3420,47,GSL,2,6,4821.92,0,-15.04
3420,48,GSL,3,6,10253.34,0,-48.48
3420,49,GSL,4,6,4795.74,0,-14.88
3420,50,GSL,5,6,11719.19,0,-60.55
3420,51,GSL,0,7,10656.67,0,-51.49
3420,52,GSL,1,7,1910.42,0,8.65
3420,53,GSL,2,7,12176.01,0,-65.29
3420,54,GSL,3,7,9601.22,0,-43.93
3420,55,GSL,4,7,12072.0,0,-64.14
3420,56,GSL,5,7,5249.1,0,-17.62
3430,0,ISL,0,1,11987.52,1,
3430,1,ISL,1,2,11987.52,1,
3430,2,ISL,2,0,11987.52,1,
3430,3,ISL,3,4,11987.52,1,
3430,4,ISL,4,5,11987.52,1,
3430,5,ISL,5,3,11987.52,1,
3430,6,ISL,0,3,8548.31,1,
3430,7,ISL,1,4,13157.99,1,
3430,8,ISL,2,5,9656.13,1,
3430,45,GSL,0,6,8419.22,0,-36.34
3430,46,GSL,1,6,13113.09,0,-80.19
3430,47,GSL,2,6,4757.45,0,-14.64
3430,48,GSL,3,6,10219.21,0,-48.23
3430,49,GSL,4,6,4813.72,0,-14.99
3430,50,GSL,5,6,11741.62,0,-60.77
3430,51,GSL,0,7,10615.59,0,-51.18
3430,52,GSL,1,7,1964.23,0,7.93
3430,53,GSL,2,7,12203.31,0,-65.6
3430,54,GSL,3,7,9638.7,0,-44.18
3430,55,GSL,4,7,12056.69,0,-63.98
3430,56,GSL,5,7,5215.5,0,-17.42
3440,0,ISL,0,1,11987.52,1,
3440,1,ISL,1,2,11987.52,1,
3440,2,ISL,2,0,11987.52,1,
3440,3,ISL,3,4,11987.52,1,
3440,4,ISL,4,5,11987.52,1,
3440,5,ISL,5,3,11987.52,1,
3440,6,ISL,0,3,8489.51,1,
3440,7,ISL,1,4,13147.74,1,
3440,8,ISL,2,5,9721.75,1,
3440,45,GSL,0,6,8473.16,0,-36.67
3440,46,GSL,1,6,13101.61,0,-79.88
3440,47,GSL,2,6,4692.88,0,-14.24
3440,48,GSL,3,6,10184.83,0,-47.99
3440,49,GSL,4,6,4832.43,0,-15.1
3440,50,GSL,5,6,11763.78,0,-60.98
3440,51,GSL,0,7,10574.22,0,-50.86
3440,52,GSL,1,7,2018.91,0,7.22
3440,53,GSL,2,7,12230.27,0,-65.91
3440,54,GSL,3,7,9676.04,0,-44.43
3440,55,GSL,4,7,12041.07,0,-63.81
3440,56,GSL,5,7,5182.32,0,-17.22
3450,0,ISL,0,1,11987.52,1,
3450,1,ISL,1,2,11987.52,1,
3450,2,ISL,2,0,11987.52,1,
3450,3,ISL,3,4,11987.52,1,
3450,4,ISL,4,5,11987.52,1,
3450,5,ISL,5,3,11987.52,1,
3450,6,ISL,0,3,8431.47,1,
3450,7,ISL,1,4,13136.38,1,
3450,8,ISL,2,5,9787.39,1,
3450,45,GSL,0,6,8526.87,0,-37.01
3450,46,GSL,1,6,13089.76,0,-79.57
3450,47,GSL,2,6,4628.21,0,-13.84
3450,48,GSL,3,6,10150.22,0,-47.74
3450,49,GSL,4,6,4851.86,0,-15.22
3450,50,GSL,5,6,11785.67,0,-61.2
3450,51,GSL,0,7,10532.56,0,-50.55
3450,52,GSL,1,7,2074.39,0,6.53
3450,53,GSL,2,7,12256.91,0,-66.22
3450,54,GSL,3,7,9713.25,0,-44.69
3450,55,GSL,4,7,12025.16,0,-63.64
3450,56,GSL,5,7,5149.55,0,-17.02
3460,0,ISL,0,1,11987.52,1,
3460,1,ISL,1,2,11987.52,1,
3460,2,ISL,2,0,11987.52,1,
3460,3,ISL,3,4,11987.52,1,
3460,4,ISL,4,5,11987.52,1,
3460,5,ISL,5,3,11987.52,1,
3460,6,ISL,0,3,8374.23,1,
3460,7,ISL,1,4,13123.93,1,
3460,8,ISL,2,5,9853.01,1,
3460,45,GSL,0,6,8580.34,0,-37.34
3460,46,GSL,1,6,13077.55,0,-79.25
3460,47,GSL,2,6,4563.45,0,-13.44
3460,48,GSL,3,6,10115.38,0,-47.49
3460,49,GSL,4,6,4871.98,0,-15.34
3460,50,GSL,5,6,11807.31,0,-61.41
3460,51,GSL,0,7,10490.6,0,-50.23
3460,52,GSL,1,7,2130.6,0,5.86
3460,53,GSL,2,7,12283.22,0,-66.53
3460,54,GSL,3,7,9750.32,0,-44.94
3460,55,GSL,4,7,12008.95,0,-63.47
3460,56,GSL,5,7,5117.23,0,-16.83
3470,0,ISL,0,1,11987.52,1,
3470,1,ISL,1,2,11987.52,1,
3470,2,ISL,2,0,11987.52,1,
3470,3,ISL,3,4,11987.52,1,
3470,4,ISL,4,5,11987.52,1,
3470,5,ISL,5,3,11987.52,1,
3470,6,ISL,0,3,8317.85,1,
3470,7,ISL,1,4,13110.38,1,
3470,8,ISL,2,5,9918.59,1,
3470,45,GSL,0,6,8633.58,0,-37.67
3470,46,GSL,1,6,13064.98,0,-78.94
3470,47,GSL,2,6,4498.6,0,-13.03
3470,48,GSL,3,6,10080.31,0,-47.24
3470,49,GSL,4,6,4892.81,0,-15.47
3470,50,GSL,5,6,11828.67,0,-61.62
3470,51,GSL,0,7,10448.36,0,-49.91
3470,52,GSL,1,7,2187.49,0,5.2
3470,53,GSL,2,7,12309.19,0,-66.84
3470,54,GSL,3,7,9787.24,0,-45.19
3470,55,GSL,4,7,11992.44,0,-63.3
3470,56,GSL,5,7,5085.35,0,-16.64
3480,0,ISL,0,1,11987.52,1,
3480,1,ISL,1,2,11987.52,1,
3480,2,ISL,2,0,11987.52,1,
3480,3,ISL,3,4,11987.52,1,
3480,4,ISL,4,5,11987.52,1,
3480,5,ISL,5,3,11987.52,1,
3480,6,ISL,0,3,8262.36,1,
3480,7,ISL,1,4,13095.74,1,
3480,8,ISL,2,5,9984.1,1,
3480,45,GSL,0,6,8686.57,0,-38.0
3480,46,GSL,1,6,13052.04,0,-78.63
3480,47,GSL,2,6,4433.66,0,-12.62
3480,48,GSL,3,6,10045.01,0,-46.99
3480,49,GSL,4,6,4914.32,0,-15.6
3480,50,GSL,5,6,11849.76,0,-61.83
3480,51,GSL,0,7,10405.83,0,-49.6
3480,52,GSL,1,7,2244.99,0,4.55
3480,53,GSL,2,7,12334.84,0,-67.15
3480,54,GSL,3,7,9824.02,0,-45.45
3480,55,GSL,4,7,11975.64,0,-63.12
3480,56,GSL,5,7,5053.94,0,-16.45
3490,0,ISL,0,1,11987.52,1,
3490,1,ISL,1,2,11987.52,1,
3490,2,ISL,2,0,11987.52,1,
3490,3,ISL,3,4,11987.52,1,
3490,4,ISL,4,5,11987.52,1,
3490,5,ISL,5,3,11987.52,1,
3490,6,ISL,0,3,8207.81,1,
3490,7,ISL,1,4,13080.01,1,
3490,8,ISL,2,5,10049.5,1,
3490,45,GSL,0,6,8739.33,0,-38.33
3490,46,GSL,1,6,13038.74,0,-78.32
3490,47,GSL,2,6,4368.64,0,-12.21
3490,48,GSL,3,6,10009.48,0,-46.74
3490,49,GSL,4,6,4936.5,0,-15.74
3490,50,GSL,5,6,11870.59,0,-62.04
3490,51,GSL,0,7,10363.02,0,-49.28
3490,52,GSL,1,7,2303.06,0,3.92
3490,53,GSL,2,7,12360.15,0,-67.46
3490,54,GSL,3,7,9860.66,0,-45.7
3490,55,GSL,4,7,11958.54,0,-62.94
3490,56,GSL,5,7,5023.0,0,-16.26
3500,0,ISL,0,1,11987.52,1,
3500,1,ISL,1,2,11987.52,1,
3500,2,ISL,2,0,11987.52,1,
3500,3,ISL,3,4,11987.52,1,
3500,4,ISL,4,5,11987.52,1,
3500,5,ISL,5,3,11987.52,1,
3500,6,ISL,0,3,8154.25,1,
3500,7,ISL,1,4,13063.19,1,
3500,8,ISL,2,5,10114.76,1,
3500,45,GSL,0,6,8791.84,0,-38.66
3500,46,GSL,1,6,13025.08,0,-78.01
3500,47,GSL,2,6,4303.53,0,-11.8
3500,48,GSL,3,6,9973.73,0,-46.49
3500,49,GSL,4,6,4959.35,0,-15.87
3500,50,GSL,5,6,11891.14,0,-62.25
3500,51,GSL,0,7,10319.92,0,-48.97
3500,52,GSL,1,7,2361.64,0,3.3
3500,53,GSL,2,7,12385.13,0,-67.77
3500,54,GSL,3,7,9897.14,0,-45.95
3500,55,GSL,4,7,11941.14,0,-62.76
3500,56,GSL,5,7,4992.54,0,-16.08
3510,0,ISL,0,1,11987.52,1,
3510,1,ISL,1,2,11987.52,1,
3510,2,ISL,2,0,11987.52,1,
3510,3,ISL,3,4,11987.52,1,
3510,4,ISL,4,5,11987.52,1,
3510,5,ISL,5,3,11987.52,1,
3510,6,ISL,0,3,8101.72,1,
3510,7,ISL,1,4,13045.29,1,
3510,8,ISL,2,5,10179.87,1,
3510,45,GSL,0,6,8844.11,0,-38.99
3510,46,GSL,1,6,13011.06,0,-77.69
3510,47,GSL,2,6,4238.36,0,-11.38
3510,48,GSL,3,6,9937.75,0,-46.24
3510,49,GSL,4,6,4982.85,0,-16.02
3510,50,GSL,5,6,11911.42,0,-62.46
3510,51,GSL,0,7,10276.54,0,-48.65
3510,52,GSL,1,7,2420.7,0,2.7
3510,53,GSL,2,7,12409.78,0,-68.08
3510,54,GSL,3,7,9933.47,0,-46.21
3510,55,GSL,4,7,11923.44,0,-62.58
3510,56,GSL,5,7,4962.59,0,-15.89
3520,0,ISL,0,1,11987.52,1,
3520,1,ISL,1,2,11987.52,1,
3520,2,ISL,2,0,11987.52,1,
3520,3,ISL,3,4,11987.52,1,
3520,4,ISL,4,5,11987.52,1,
3520,5,ISL,5,3,11987.52,1,
3520,6,ISL,0,3,8050.26,1,
3520,7,ISL,1,4,13026.32,1,
3520,8,ISL,2,5,10244.78,1,
3520,45,GSL,0,6,8896.14,0,-39.32
3520,46,GSL,1,6,12996.68,0,-77.38
3520,47,GSL,2,6,4173.11,0,-10.95
3520,48,GSL,3,6,9901.55,0,-45.98
3520,49,GSL,4,6,5006.99,0,-16.16
3520,50,GSL,5,6,11931.43,0,-62.66
3520,51,GSL,0,7,10232.87,0,-48.33
3520,52,GSL,1,7,2480.19,0,2.1
3520,53,GSL,2,7,12434.09,0,-68.39
3520,54,GSL,3,7,9969.64,0,-46.46
3520,55,GSL,4,7,11905.45,0,-62.39
3520,56,GSL,5,7,4933.15,0,-15.72
3530,0,ISL,0,1,11987.52,1,
3530,1,ISL,1,2,11987.52,1,
3530,2,ISL,2,0,11987.52,1,
3530,3,ISL,3,4,11987.52,1,
3530,4,ISL,4,5,11987.52,1,
3530,5,ISL,5,3,11987.52,1,
3530,6,ISL,0,3,7999.92,1,
3530,7,ISL,1,4,13006.27,1,
3530,8,ISL,2,5,10309.48,1,
3530,45,GSL,0,6,8947.92,0,-39.65
3530,46,GSL,1,6,12981.93,0,-77.07
3530,47,GSL,2,6,4107.79,0,-10.53
3530,48,GSL,3,6,9865.13,0,-45.73
3530,49,GSL,4,6,5031.76,0,-16.31
3530,50,GSL,5,6,11951.16,0,-62.86
3530,51,GSL,0,7,10188.92,0,-48.02
3530,52,GSL,1,7,2540.07,0,1.52
3530,53,GSL,2,7,12458.07,0,-68.7
3530,54,GSL,3,7,10005.66,0,-46.71
3530,55,GSL,4,7,11887.17,0,-62.21
3530,56,GSL,5,7,4904.24,0,-15.54
3540,0,ISL,0,1,11987.52,1,
3540,1,ISL,1,2,11987.52,1,
3540,2,ISL,2,0,11987.52,1,
3540,3,ISL,3,4,11987.52,1,
3540,4,ISL,4,5,11987.52,1,
3540,5,ISL,5,3,11987.52,1,
3540,6,ISL,0,3,7950.76,1,
3540,7,ISL,1,4,12985.15,1,
3540,8,ISL,2,5,10373.93,1,
3540,45,GSL,0,6,8999.45,0,-39.98
3540,46,GSL,1,6,12966.83,0,-76.75
3540,47,GSL,2,6,4042.41,0,-10.1
3540,48,GSL,3,6,9828.49,0,-45.48
3540,49,GSL,4,6,5057.15,0,-16.47
3540,50,GSL,5,6,11970.62,0,-63.07
3540,51,GSL,0,7,10144.69,0,-47.7
3540,52,GSL,1,7,2600.32,0,0.95
3540,53,GSL,2,7,12481.71,0,-69.0
3540,54,GSL,3,7,10041.52,0,-46.96
3540,55,GSL,4,7,11868.59,0,-62.02
3540,56,GSL,5,7,4875.88,0,-15.37
3550,0,ISL,0,1,11987.52,1,
3550,1,ISL,1,2,11987.52,1,
3550,2,ISL,2,0,11987.52,1,
3550,3,ISL,3,4,11987.52,1,
3550,4,ISL,4,5,11987.52,1,
3550,5,ISL,5,3,11987.52,1,
3550,6,ISL,0,3,7902.8,1,
3550,7,ISL,1,4,12962.97,1,
3550,8,ISL,2,5,10438.11,1,
3550,45,GSL,0,6,9050.73,0,-40.31
3550,46,GSL,1,6,12951.36,0,-76.44
3550,47,GSL,2,6,3976.97,0,-9.66
3550,48,GSL,3,6,9791.63,0,-45.22
3550,49,GSL,4,6,5083.15,0,-16.62
3550,50,GSL,5,6,11989.8,0,-63.27
3550,51,GSL,0,7,10100.19,0,-47.38
3550,52,GSL,1,7,2660.9,0,0.39
3550,53,GSL,2,7,12505.02,0,-69.31
3550,54,GSL,3,7,10077.21,0,-47.22
3550,55,GSL,4,7,11849.71,0,-61.83
3550,56,GSL,5,7,4848.06,0,-15.2
3560,0,ISL,0,1,11987.52,1,
