gs,sat,start_s,end_s,duration_s
Sao-Paulo,572,9990,10140,150
Sao-Paulo,572,15990,16260,270
Sao-Paulo,573,9840,9930,90
Sao-Paulo,573,15810,16080,270
Sao-Paulo,574,9690,9720,30
Sao-Paulo,574,15630,15900,270
Sao-Paulo,575,15450,15750,300
Sao-Paulo,576,15270,15570,300
Sao-Paulo,577,15090,15390,300
Sao-Paulo,578,14790,15120,330
Sao-Paulo,579,14610,14940,330
Sao-Paulo,580,14430,14760,330
Sao-Paulo,581,14250,14580,330
Sao-Paulo,582,14070,14400,330
Sao-Paulo,583,13890,14190,300
Sao-Paulo,584,13740,14010,270
Sao-Paulo,585,13560,13830,270
Sao-Paulo,586,13380,13650,270
Sao-Paulo,587,13230,13470,240
Sao-Paulo,588,13050,13290,240
Sao-Paulo,589,12870,13080,210
Sao-Paulo,590,12720,12900,180
Sao-Paulo,591,12540,12720,180
Sao-Paulo,592,12390,12510,120
Sao-Paulo,593,12240,12300,60
Sao-Paulo,595,17820,18000,180
Sao-Paulo,596,17640,17970,330
Sao-Paulo,597,17460,17790,330
Sao-Paulo,598,17280,17610,330
Sao-Paulo,599,17100,17430,330
Sao-Paulo,600,16920,17250,330
Sao-Paulo,601,16740,17070,330
Sao-Paulo,602,16560,16890,330
Sao-Paulo,603,16380,16710,330
Sao-Paulo,604,16200,16560,360
Sao-Paulo,605,16020,16380,360
Sao-Paulo,606,15840,16200,360
Sao-Paulo,607,15660,16020,360
Sao-Paulo,608,15480,15840,360
Sao-Paulo,609,15300,15660,360
Sao-Paulo,610,15120,15480,360
Sao-Paulo,611,14940,15300,360
Sao-Paulo,612,14790,14880,90
Sao-Paulo,628,17880,18000,120
Sao-Paulo,629,17700,18000,300
Sao-Paulo,630,17520,17850,330
Sao-Paulo,631,17340,17670,330
Sao-Paulo,632,17160,17490,330
Sao-Paulo,633,16980,17310,330
Sao-Paulo,634,16830,17130,300
Sao-Paulo,635,16650,16950,300
Sao-Paulo,636,16470,16770,300
Sao-Paulo,637,16290,16590,300
Sao-Paulo,638,16140,16410,270
Sao-Paulo,639,15960,16230,270
Sao-Paulo,640,15780,16050,270
Sao-Paulo,641,15600,15840,240
Sao-Paulo,642,15450,15660,210
Sao-Paulo,643,15270,15480,210
Sao-Paulo,644,15120,15270,150
Sao-Paulo,645,14970,15090,120
Sao-Paulo,661,18000,18000,0
Sao-Paulo,662,17850,18000,150
Sao-Paulo,663,17670,17850,180
Sao-Paulo,664,17520,17670,150
Sao-Paulo,665,17370,17460,90
Sao-Paulo,666,17220,17220,0
Sao-Paulo,1051,0,30,30
Sao-Paulo,1071,2370,2430,60
Sao-Paulo,1072,2160,2280,120
Sao-Paulo,1073,1950,2130,180
Sao-Paulo,1074,1770,1950,180
Sao-Paulo,1075,1590,1800,210
Sao-Paulo,1076,1380,1620,240
Sao-Paulo,1077,1200,1470,270
Sao-Paulo,1078,1020,1290,270
Sao-Paulo,1079,840,1110,270
Sao-Paulo,1080,660,930,270
Sao-Paulo,1081,480,780,300
Sao-Paulo,1082,300,600,300
Sao-Paulo,1083,90,420,330
Sao-Paulo,1084,0,240,240
Sao-Paulo,1085,0,60,60
Sao-Paulo,1090,4920,5010,90
Sao-Paulo,1091,4740,4860,120
Sao-Paulo,1092,4530,4680,150
Sao-Paulo,1093,4350,4530,180
Sao-Paulo,1094,4140,4350,210
Sao-Paulo,1095,3960,4200,240
Sao-Paulo,1096,3780,4020,240
Sao-Paulo,1097,3600,3870,270
Sao-Paulo,1098,3420,3690,270
Sao-Paulo,1099,3210,3510,300
Sao-Paulo,1100,3030,3330,300
Sao-Paulo,1101,2850,3180,330
Sao-Paulo,1102,2670,3000,330
Sao-Paulo,1103,2490,2820,330
Sao-Paulo,1104,2310,2640,330
Sao-Paulo,1105,2130,2460,330
Sao-Paulo,1106,1950,2280,330
Sao-Paulo,1107,1770,2100,330
Sao-Paulo,1108,1590,1950,360
Sao-Paulo,1109,1410,1770,360
Sao-Paulo,1110,1230,1590,360
Sao-Paulo,1111,1050,1410,360
Sao-Paulo,1112,870,1230,360
Sao-Paulo,1113,690,1050,360
Sao-Paulo,1114,510,870,360
Sao-Paulo,1115,330,690,360
Sao-Paulo,1116,150,510,360
Sao-Paulo,1117,0,330,330
Sao-Paulo,1118,0,150,150
Sao-Paulo,1122,5070,5370,300
Sao-Paulo,1123,4890,5220,330
Sao-Paulo,1124,4710,5040,330
Sao-Paulo,1125,4530,4860,330
Sao-Paulo,1126,4350,4680,330
Sao-Paulo,1127,4170,4500,330
Sao-Paulo,1128,3990,4320,330
Sao-Paulo,1129,3810,4140,330
Sao-Paulo,1130,3630,3960,330
Sao-Paulo,1131,3450,3780,330
Sao-Paulo,1132,3270,3600,330
Sao-Paulo,1133,3090,3420,330
Sao-Paulo,1134,2910,3240,330
Sao-Paulo,1135,2730,3060,330
Sao-Paulo,1136,2550,2880,330
Sao-Paulo,1137,2370,2700,330
Sao-Paulo,1138,2190,2520,330
Sao-Paulo,1139,2040,2340,300
Sao-Paulo,1140,1860,2160,300
Sao-Paulo,1141,1680,1980,300
Sao-Paulo,1142,1500,1800,300
Sao-Paulo,1143,1320,1620,300
Sao-Paulo,1143,7500,7560,60
Sao-Paulo,1144,1170,1440,270
Sao-Paulo,1144,7290,7410,120
Sao-Paulo,1145,990,1230,240
Sao-Paulo,1145,7110,7260,150
Sao-Paulo,1146,810,1050,240
Sao-Paulo,1146,6900,7080,180
Sao-Paulo,1147,630,870,240
Sao-Paulo,1147,6720,6930,210
Sao-Paulo,1148,480,690,210
Sao-Paulo,1148,6540,6750,210
Sao-Paulo,1149,300,480,180
Sao-Paulo,1149,6360,6600,240
Sao-Paulo,1150,120,300,180
Sao-Paulo,1150,6150,6420,270
Sao-Paulo,1151,0,90,90
Sao-Paulo,1151,5970,6240,270
Sao-Paulo,1152,5790,6090,300
Sao-Paulo,1153,5610,5910,300
Sao-Paulo,1154,5430,5730,300
Sao-Paulo,1155,5250,5550,300
Sydney,0,15180,15510,330
Sydney,1,15000,15330,330
Sydney,2,14820,15150,330
Sydney,3,14640,14970,330
Sydney,4,14460,14790,330
Sydney,5,14280,14610,330
Sydney,6,14100,14430,330
Sydney,7,13920,14250,330
Sydney,8,13740,14070,330
Sydney,9,13560,13890,330
Sydney,10,13380,13710,330
Sydney,11,13200,13530,330
Sydney,12,13020,13350,330
Sydney,13,12840,13170,330
Sydney,14,12690,12990,300
Sydney,15,12510,12810,300
Sydney,16,12330,12630,300
Sydney,17,12150,12450,300
Sydney,18,11970,12270,300
Sydney,19,11820,12090,270
Sydney,19,17910,18000,90
Sydney,20,11640,11910,270
Sydney,20,17730,17970,240
Sydney,21,11460,11730,270
Sydney,21,17520,17820,300
Sydney,22,11280,11550,270
Sydney,22,17340,17640,300
Sydney,23,11130,11370,240
Sydney,23,17160,17460,300
Sydney,24,10950,11160,210
Sydney,24,16980,17280,300
Sydney,25,10800,10980,180
Sydney,25,16800,17100,300
Sydney,26,10620,10800,180
Sydney,26,16620,16920,300
Sydney,27,10470,10590,120
Sydney,27,16440,16740,300
Sydney,28,10290,10410,120
Sydney,28,16260,16590,330
Sydney,29,10140,10200,60
Sydney,29,16080,16410,330
Sydney,30,15900,16230,330
Sydney,31,15720,16050,330
Sydney,32,15540,15870,330
Sydney,33,15360,15690,330
Sydney,34,15060,15390,330
Sydney,35,14910,15210,300
Sydney,36,14730,15030,300
Sydney,37,14550,14850,300
Sydney,38,14370,14670,300
Sydney,39,14190,14490,300
Sydney,40,14040,14280,240
Sydney,41,13860,14100,240
Sydney,42,13680,13920,240
Sydney,43,13530,13740,210
Sydney,44,13350,13560,210
Sydney,45,13170,13350,180
Sydney,46,13020,13170,150
Sydney,47,12870,12990,120
Sydney,48,12720,12780,60
Sydney,52,17910,18000,90
Sydney,53,17730,18000,270
Sydney,54,17550,17910,360
Sydney,55,17370,17730,360
Sydney,56,17190,17550,360
Sydney,57,17010,17370,360
Sydney,58,16830,17190,360
Sydney,59,16650,17010,360
Sydney,60,16470,16830,360
Sydney,61,16290,16650,360
Sydney,62,16140,16470,330
Sydney,63,15960,16290,330
Sydney,64,15780,16110,330
Sydney,65,15600,15930,330
Sydney,66,15420,15750,330
Sydney,67,15240,15570,330
Sydney,68,15120,15120,0
Sydney,85,18000,18000,0
Sydney,86,17820,18000,180
Sydney,87,17640,17970,330
Sydney,88,17460,17790,330
Sydney,89,17280,17610,330
Sydney,90,17100,17400,300
Sydney,91,16950,17220,270
Sydney,92,16770,17040,270
Sydney,93,16590,16860,270
Sydney,94,16440,16680,240
Sydney,95,16260,16500,240
Sydney,96,16080,16320,240
Sydney,97,15930,16110,180
Sydney,98,15750,15930,180
Sydney,99,15600,15750,150
Sydney,100,15420,15540,120
Sydney,101,15270,15360,90
Sydney,119,18000,18000,0
Sydney,120,17820,17910,90
Sydney,121,17700,17700,0
Sydney,568,1020,1080,60
Sydney,569,840,930,90
Sydney,570,630,780,150
Sydney,571,450,630,180
Sydney,572,240,450,210
Sydney,573,60,270,210
Sydney,574,0,120,120
Sydney,587,3600,3660,60
Sydney,588,3390,3510,120
Sydney,589,3210,3360,150
Sydney,590,3000,3180,180
Sydney,591,2820,3030,210
Sydney,592,2640,2850,210
Sydney,593,2460,2670,210
Sydney,594,2250,2520,270
Sydney,595,2070,2340,270
Sydney,596,1890,2160,270
Sydney,597,1710,2010,300
Sydney,598,1530,1830,300
Sydney,599,1350,1650,300
Sydney,600,1170,1470,300
Sydney,601,990,1290,300
Sydney,602,810,1140,330
Sydney,603,630,960,330
Sydney,604,450,780,330
Sydney,605,270,600,330
Sydney,606,90,420,330
Sydney,607,0,240,240
Sydney,608,0,60,60
Sydney,612,5010,5250,240
Sydney,613,4830,5070,240
Sydney,614,4650,4920,270
Sydney,615,4470,4740,270
Sydney,616,4290,4560,270
Sydney,617,4110,4380,270
Sydney,618,3930,4230,300
Sydney,619,3720,4050,330
Sydney,620,3540,3870,330
Sydney,621,3360,3690,330
Sydney,622,3180,3510,330
Sydney,623,3000,3330,330
Sydney,624,2820,3180,360
Sydney,625,2640,3000,360
Sydney,626,2460,2820,360
Sydney,627,2280,2640,360
Sydney,628,2100,2460,360
Sydney,629,1920,2280,360
Sydney,630,1740,2100,360
Sydney,631,1560,1920,360
Sydney,632,1380,1740,360
Sydney,633,1230,1560,330
Sydney,634,1050,1380,330
Sydney,635,870,1200,330
Sydney,636,690,1020,330
Sydney,637,510,840,330
Sydney,638,330,660,330
Sydney,639,150,480,330
Sydney,640,0,300,300
Sydney,640,6180,6210,30
Sydney,641,0,120,120
Sydney,641,5970,6060,90
Sydney,642,5790,5910,120
Sydney,643,5580,5760,180
Sydney,644,5400,5580,180
Sydney,645,5220,5430,210
Sydney,646,4860,5190,330
Sydney,647,4680,5040,360
Sydney,648,4500,4860,360
Sydney,649,4320,4680,360
Sydney,650,4140,4500,360
Sydney,651,3960,4320,360
Sydney,652,3780,4140,360
Sydney,653,3600,3960,360
Sydney,654,3420,3780,360
Sydney,655,3240,3600,360
Sydney,656,3060,3420,360
Sydney,657,2910,3240,330
Sydney,658,2730,3060,330
Sydney,659,2550,2880,330
Sydney,659,8760,8760,0
Sydney,660,2370,2700,330
Sydney,660,8550,8640,90
Sydney,661,2190,2520,330
Sydney,661,8340,8490,150
Sydney,662,2010,2310,300
Sydney,662,8160,8310,150
Sydney,663,1830,2130,300
Sydney,663,7950,8160,210
Sydney,664,1650,1950,300
Sydney,664,7770,7980,210
Sydney,665,1470,1770,300
Sydney,665,7590,7800,210
Sydney,666,1320,1590,270
Sydney,666,7410,7650,240
Sydney,667,1140,1410,270
Sydney,667,7230,7470,240
Sydney,668,960,1230,270
Sydney,668,7020,7290,270
Sydney,669,780,1050,270
Sydney,669,6840,7140,300
Sydney,670,600,870,270
Sydney,670,6660,6960,300
Sydney,671,420,660,240
Sydney,671,6480,6780,300
Sydney,672,270,480,210
Sydney,672,6300,6600,300
Sydney,673,90,300,210
Sydney,673,6120,6450,330
Sydney,674,0,120,120
Sydney,674,5940,6270,330
Sydney,675,5760,6090,330
Sydney,676,5580,5910,330
Sydney,677,5400,5730,330
Sydney,678,5220,5550,330
Sydney,679,5040,5370,330
Sydney,680,4770,5070,300
Sydney,680,10920,11040,120
Sydney,681,4590,4890,300
Sydney,681,10710,10890,180
Sydney,682,4410,4710,300
Sydney,682,10530,10710,180
Sydney,683,4230,4530,300
Sydney,683,10350,10560,210
Sydney,684,4050,4350,300
Sydney,684,10170,10380,210
Sydney,685,3870,4170,300
Sydney,685,9960,10200,240
Sydney,686,3690,3990,300
Sydney,686,9780,10050,270
Sydney,687,3510,3780,270
Sydney,687,9600,9870,270
Sydney,688,3360,3600,240
Sydney,688,9420,9690,270
Sydney,689,3180,3420,240
Sydney,689,9240,9510,270
Sydney,690,3000,3240,240
Sydney,690,9060,9360,300
Sydney,691,2820,3060,240
Sydney,691,8880,9180,300
Sydney,692,2640,2880,240
Sydney,692,8700,9000,300
Sydney,693,2490,2670,180
Sydney,693,8520,8820,300
Sydney,694,2310,2490,180
Sydney,694,8340,8640,300
Sydney,695,2130,2310,180
Sydney,695,8160,8490,330
Sydney,696,1950,2100,150
Sydney,696,7980,8310,330
Sydney,697,1800,1920,120
Sydney,697,7800,8130,330
Sydney,698,1620,1740,120
Sydney,698,7620,7950,330
Sydney,699,1470,1530,60
Sydney,699,7440,7770,330
Sydney,700,1290,1320,30
Sydney,700,7260,7590,330
Sydney,701,7080,7410,330
Sydney,702,6900,7230,330
Sydney,703,6720,7050,330
Sydney,704,6540,6870,330
Sydney,705,6360,6690,330
Sydney,706,6180,6510,330
Sydney,707,6000,6330,330
Sydney,708,5820,6150,330
Sydney,709,5640,5970,330
Sydney,710,5460,5790,330
Sydney,711,5280,5610,330
Sydney,712,5100,5430,330
Sydney,713,4920,5250,330
Sydney,713,11130,11190,60
Sydney,714,4710,4860,150
Sydney,714,10710,11040,330
Sydney,715,4530,4680,150
Sydney,715,10530,10860,330
Sydney,716,4350,4500,150
Sydney,716,10350,10680,330
Sydney,717,4200,4290,90
Sydney,717,10170,10530,360
Sydney,718,4020,4110,90
Sydney,718,9990,10350,360
Sydney,719,3870,3900,30
Sydney,719,9810,10170,360
Sydney,720,9630,9990,360
Sydney,721,9450,9810,360
Sydney,722,9270,9630,360
Sydney,723,9090,9450,360
Sydney,724,8910,9270,360
Sydney,725,8730,9090,360
Sydney,726,8550,8910,360
Sydney,727,8400,8730,330
Sydney,728,8220,8550,330
Sydney,729,8040,8370,330
Sydney,730,7860,8190,330
Sydney,731,7680,8010,330
Sydney,732,7500,7830,330
Sydney,732,13680,13770,90
Sydney,733,7320,7650,330
Sydney,733,13500,13620,120
Sydney,734,7140,7470,330
Sydney,734,13290,13440,150
Sydney,735,6960,7290,330
Sydney,735,13110,13290,180
Sydney,736,6780,7110,330
Sydney,736,12930,13110,180
Sydney,737,6630,6900,270
Sydney,737,12720,12960,240
Sydney,738,6450,6720,270
Sydney,738,12540,12780,240
Sydney,739,6270,6540,270
Sydney,739,12360,12600,240
Sydney,740,6090,6360,270
Sydney,740,12180,12450,270
Sydney,741,5910,6180,270
Sydney,741,12000,12270,270
Sydney,742,5730,6000,270
Sydney,742,11820,12090,270
Sydney,743,5580,5820,240
Sydney,743,11610,11910,300
Sydney,744,5400,5610,210
Sydney,744,11430,11730,300
Sydney,745,5220,5430,210
Sydney,745,11250,11580,330
Sydney,746,5040,5250,210
Sydney,746,11070,11400,330
Sydney,747,4860,5070,210
Sydney,747,10890,11220,330
Sydney,748,10590,10950,360
Sydney,749,10410,10770,360
Sydney,750,10260,10590,330
Sydney,751,10080,10410,330
Sydney,751,16260,16320,60
Sydney,752,9900,10200,300
Sydney,752,16050,16170,120
Sydney,753,9720,10020,300
Sydney,753,15870,16020,150
Sydney,754,9540,9840,300
Sydney,754,15690,15840,150
Sydney,755,9360,9660,300
Sydney,755,15480,15690,210
Sydney,756,9180,9480,300
Sydney,756,15300,15510,210
Sydney,757,9000,9300,300
Sydney,757,15120,15330,210
Sydney,758,8820,9120,300
Sydney,758,14940,15180,240
Sydney,759,8670,8940,270
Sydney,759,14730,15000,270
Sydney,760,8490,8760,270
Sydney,760,14550,14820,270
Sydney,761,8310,8550,240
Sydney,761,14370,14670,300
Sydney,762,8130,8370,240
Sydney,762,14190,14490,300
Sydney,763,7950,8190,240
Sydney,763,14010,14310,300
Sydney,764,7800,8010,210
Sydney,764,13830,14130,300
Sydney,765,7620,7830,210
Sydney,765,13650,13950,300
Sydney,766,7440,7620,180
Sydney,766,13470,13800,330
Sydney,767,7260,7440,180
Sydney,767,13290,13620,330
Sydney,768,7110,7260,150
Sydney,768,13110,13440,330
Sydney,769,6930,7080,150
Sydney,769,12930,13260,330
Sydney,770,6750,6870,120
Sydney,770,12750,13080,330
Sydney,771,6600,6690,90
Sydney,771,12570,12900,330
Sydney,772,6420,6480,60
Sydney,772,12390,12720,330
Sydney,773,12210,12540,330
Sydney,774,12030,12360,330
Sydney,775,11850,12210,360
Sydney,776,11670,12030,360
Sydney,777,11490,11850,360
Sydney,778,11310,11670,360
Sydney,779,11130,11490,360
Sydney,780,10950,11310,360
Sydney,781,10770,11130,360
Sydney,782,10530,10770,240
Sydney,782,16590,16890,300
Sydney,783,10350,10590,240
Sydney,783,16410,16710,300
Sydney,784,10170,10380,210
Sydney,784,16200,16530,330
Sydney,785,10020,10200,180
Sydney,785,16020,16350,330
Sydney,786,9840,10020,180
Sydney,786,15840,16170,330
Sydney,787,9660,9840,180
Sydney,787,15660,15990,330
Sydney,788,9480,9630,150
Sydney,788,15480,15840,360
Sydney,789,9330,9450,120
Sydney,789,15300,15660,360
Sydney,790,9150,9240,90
Sydney,790,15120,15480,360
Sydney,791,9000,9060,60
Sydney,791,14940,15300,360
Sydney,792,8850,8850,0
Sydney,792,14760,15120,360
Sydney,793,14580,14940,360
Sydney,794,14400,14760,360
Sydney,795,14250,14580,330
Sydney,796,14070,14400,330
Sydney,797,13890,14220,330
Sydney,798,13710,14040,330
Sydney,799,13530,13860,330
Sydney,800,13350,13680,330
Sydney,801,13170,13500,330
Sydney,802,12990,13320,330
Sydney,803,12810,13140,330
Sydney,804,12630,12960,330
Sydney,805,12450,12780,330
Sydney,806,12270,12600,330
Sydney,807,12120,12420,300
Sydney,808,11940,12240,300
Sydney,809,11760,12060,300
Sydney,809,17880,18000,120
Sydney,810,11580,11880,300
Sydney,810,17670,17910,240
Sydney,811,11400,11700,300
Sydney,811,17490,17730,240
Sydney,812,11220,11490,270
Sydney,812,17310,17580,270
Sydney,813,11040,11310,270
Sydney,813,17130,17400,270
Sydney,814,10890,11130,240
Sydney,814,16950,17220,270
Sydney,815,10710,10950,240
Sydney,815,16770,17040,270
Sydney,816,16440,16800,360
Sydney,817,16260,16620,360
Sydney,818,16080,16440,360
Sydney,819,15900,16260,360
Sydney,820,15750,16080,330
Sydney,821,15570,15900,330
Sydney,822,15390,15720,330
Sydney,823,15210,15540,330
Sydney,824,15030,15360,330
Sydney,825,14850,15180,330
Sydney,826,14670,15000,330
Sydney,827,14490,14790,300
Sydney,828,14310,14610,300
Sydney,829,14160,14430,270
Sydney,830,13980,14250,270
Sydney,831,13800,14070,270
Sydney,832,13620,13890,270
Sydney,833,13440,13710,270
Sydney,834,13260,13530,270
Sydney,835,13080,13320,240
Sydney,836,12930,13140,210
Sydney,837,12750,12960,210
Sydney,838,12570,12780,210
Sydney,839,12390,12600,210
Sydney,840,12240,12390,150
Sydney,841,12060,12210,150
Sydney,842,11880,12030,150
Sydney,842,17880,18000,120
Sydney,843,11730,11820,90
Sydney,843,17700,18000,300
Sydney,844,11550,11640,90
Sydney,844,17520,17880,360
Sydney,845,11400,11430,30
Sydney,845,17340,17700,360
Sydney,846,17160,17520,360
Sydney,847,16980,17340,360
Sydney,848,16800,17160,360
Sydney,849,16620,16980,360
Sydney,850,16350,16650,300
Sydney,851,16200,16470,270
Sydney,852,16020,16260,240
Sydney,853,15840,16080,240
Sydney,854,15660,15900,240
Sydney,855,15480,15720,240
Sydney,856,15300,15540,240
Sydney,857,15150,15330,180
Sydney,858,14970,15150,180
Sydney,859,14790,14970,180
Sydney,860,14610,14790,180
Sydney,861,14460,14580,120
Sydney,862,14280,14400,120
Sydney,863,14130,14190,60
Sydney,864,13950,14010,60
Sydney,875,17940,18000,60
Sydney,876,17760,18000,240
Sydney,877,17580,17910,330
Sydney,878,17430,17730,300
Sydney,879,17250,17550,300
Sydney,880,17070,17370,300
Sydney,881,16890,17190,300
Sydney,882,16710,17010,300
Sydney,883,16530,16830,300
Sydney,909,17880,18000,120
Sydney,910,17700,17910,210
Sydney,911,17550,17730,180
Sydney,912,17370,17550,180
Sydney,913,17190,17340,150
Sydney,914,17010,17160,150
Sydney,915,16860,16950,90
Sydney,916,16680,16770,90
Sydney,917,16530,16560,30
Sydney,926,2400,2400,0
Sydney,927,2190,2250,60
Sydney,928,1980,2070,90
Sydney,929,1800,1920,120
Sydney,930,1590,1740,150
Sydney,931,1410,1560,150
Sydney,932,1230,1410,180
Sydney,933,1020,1230,210
Sydney,934,840,1050,210
Sydney,935,660,870,210
Sydney,936,480,720,240
Sydney,937,300,540,240
Sydney,938,90,360,270
Sydney,939,0,180,180
Sydney,940,0,0,0
Sydney,952,3600,3810,210
Sydney,953,3420,3630,210
Sydney,954,3240,3450,210
Sydney,955,3030,3270,240
Sydney,956,2850,3090,240
Sydney,957,2670,2940,270
Sydney,958,2490,2760,270
Sydney,959,2310,2580,270
Sydney,960,2130,2400,270
Sydney,961,1920,2220,300
Sydney,962,1740,2040,300
Sydney,963,1560,1860,300
Sydney,964,1380,1710,330
Sydney,965,1200,1530,330
Sydney,966,1020,1350,330
Sydney,967,840,1170,330
Sydney,968,660,990,330
Sydney,969,480,810,330
Sydney,970,300,630,330
Sydney,971,120,450,330
Sydney,972,0,270,270
Sydney,973,0,90,90
Sydney,980,4740,4800,60
Sydney,981,4560,4650,90
Sydney,982,4350,4470,120
Sydney,983,4170,4320,150
Sydney,984,3990,4140,150
Sydney,985,3780,3960,180
Sydney,986,3420,3750,330
Sydney,987,3240,3570,330
Sydney,988,3060,3390,330
Sydney,989,2880,3210,330
Sydney,990,2670,3030,360
Sydney,991,2490,2850,360
Sydney,992,2310,2670,360
Sydney,993,2160,2490,330
Sydney,994,1980,2310,330
Sydney,995,1800,2130,330
Sydney,996,1620,1950,330
Sydney,997,1440,1770,330
Sydney,998,1260,1590,330
Sydney,999,1080,1410,330
Sydney,999,7320,7380,60
Sydney,1000,900,1230,330
Sydney,1000,7140,7200,60
Sydney,1001,720,1050,330
Sydney,1001,6930,7050,120
Sydney,1002,540,870,330
Sydney,1002,6750,6870,120
Sydney,1003,360,690,330
Sydney,1003,6540,6720,180
Sydney,1004,180,510,330
Sydney,1004,6360,6540,180
Sydney,1005,0,330,330
Sydney,1005,6180,6360,180
Sydney,1006,0,150,150
Sydney,1006,5970,6180,210
Sydney,1007,5790,6030,240
Sydney,1008,5610,5850,240
Sydney,1009,5430,5670,240
Sydney,1010,5250,5490,240
Sydney,1011,5070,5310,240
Sydney,1012,4860,5130,270
Sydney,1013,4680,4980,300
Sydney,1014,4500,4800,300
Sydney,1015,4320,4620,300
Sydney,1016,4140,4440,300
Sydney,1017,3960,4260,300
Sydney,1018,3780,4080,300
Sydney,1019,3600,3900,300
Sydney,1020,3300,3630,330
Sydney,1020,9510,9600,90
Sydney,1021,3120,3450,330
Sydney,1021,9300,9450,150
Sydney,1022,2940,3270,330
Sydney,1022,9120,9270,150
Sydney,1023,2760,3090,330
Sydney,1023,8940,9090,150
Sydney,1024,2580,2910,330
Sydney,1024,8730,8940,210
Sydney,1025,2400,2730,330
Sydney,1025,8550,8760,210
Sydney,1026,2220,2550,330
Sydney,1026,8370,8580,210
Sydney,1027,2070,2370,300
Sydney,1027,8190,8400,210
Sydney,1028,1890,2190,300
Sydney,1028,8010,8250,240
Sydney,1029,1710,2010,300
Sydney,1029,7800,8070,270
Sydney,1030,1530,1830,300
Sydney,1030,7620,7890,270
Sydney,1031,1380,1620,240
Sydney,1031,7440,7710,270
Sydney,1032,1200,1440,240
Sydney,1032,7260,7530,270
Sydney,1033,1020,1260,240
Sydney,1033,7080,7350,270
Sydney,1034,870,1080,210
Sydney,1034,6900,7200,300
Sydney,1035,690,900,210
Sydney,1035,6720,7020,300
Sydney,1036,510,690,180
Sydney,1036,6510,6840,330
Sydney,1037,360,510,150
Sydney,1037,6330,6660,330
Sydney,1038,210,330,120
Sydney,1038,6150,6480,330
Sydney,1039,30,120,90
Sydney,1039,5970,6300,330
Sydney,1040,5790,6120,330
Sydney,1041,5610,5940,330
Sydney,1042,5430,5760,330
Sydney,1043,5250,5580,330
Sydney,1044,5070,5430,360
Sydney,1045,4890,5250,360
Sydney,1046,4710,5070,360
Sydney,1047,4530,4890,360
Sydney,1048,4350,4710,360
Sydney,1049,4170,4530,360
Sydney,1050,3990,4350,360
Sydney,1051,3810,4170,360
Sydney,1052,3630,3990,360
Sydney,1052,9900,9930,30
Sydney,1053,3450,3810,360
Sydney,1053,9690,9780,90
Sydney,1054,3240,3450,210
Sydney,1054,9270,9570,300
Sydney,1055,3090,3270,180
Sydney,1055,9090,9390,300
Sydney,1056,2910,3090,180
Sydney,1056,8910,9210,300
Sydney,1057,2760,2880,120
Sydney,1057,8730,9060,330
Sydney,1058,2610,2700,90
Sydney,1058,8550,8880,330
Sydney,1059,2460,2460,0
Sydney,1059,8370,8700,330
Sydney,1060,8190,8520,330
Sydney,1061,8010,8340,330
Sydney,1062,7830,8160,330
Sydney,1063,7650,7980,330
Sydney,1064,7470,7800,330
Sydney,1065,7290,7620,330
Sydney,1066,7110,7440,330
Sydney,1067,6930,7260,330
Sydney,1068,6750,7080,330
Sydney,1069,6570,6900,330
Sydney,1070,6390,6750,360
Sydney,1071,6210,6570,360
Sydney,1071,12480,12510,30
Sydney,1072,6030,6390,360
Sydney,1072,12270,12330,60
Sydney,1073,5850,6210,360
Sydney,1073,12060,12180,120
Sydney,1074,5670,6030,360
Sydney,1074,11880,12000,120
Sydney,1075,5490,5850,360
Sydney,1075,11700,11850,150
Sydney,1076,5340,5670,330
Sydney,1076,11490,11670,180
Sydney,1077,5160,5490,330
Sydney,1077,11310,11490,180
Sydney,1078,4980,5310,330
Sydney,1078,11130,11340,210
Sydney,1079,4800,5100,300
Sydney,1079,10950,11160,210
Sydney,1080,4620,4920,300
Sydney,1080,10740,10980,240
Sydney,1081,4440,4740,300
Sydney,1081,10560,10800,240
Sydney,1082,4290,4560,270
Sydney,1082,10380,10620,240
Sydney,1083,4110,4380,270
Sydney,1083,10200,10470,270
Sydney,1084,3930,4200,270
Sydney,1084,10020,10290,270
Sydney,1085,3750,4020,270
Sydney,1085,9840,10110,270
Sydney,1086,3600,3840,240
Sydney,1086,9630,9930,300
Sydney,1087,3420,3660,240
Sydney,1087,9450,9750,300
Sydney,1088,9120,9480,360
Sydney,1089,8970,9300,330
Sydney,1090,8790,9120,330
Sydney,1090,15060,15060,0
Sydney,1091,8610,8940,330
Sydney,1091,14850,14910,60
Sydney,1092,8430,8760,330
Sydney,1092,14640,14760,120
Sydney,1093,8250,8580,330
Sydney,1093,14460,14580,120
Sydney,1094,8070,8400,330
Sydney,1094,14250,14400,150
Sydney,1095,7890,8220,330
Sydney,1095,14070,14250,180
Sydney,1096,7710,8040,330
Sydney,1096,13890,14070,180
Sydney,1097,7530,7860,330
Sydney,1097,13680,13890,210
Sydney,1098,7380,7680,300
Sydney,1098,13500,13710,210
Sydney,1099,7200,7500,300
Sydney,1099,13320,13560,240
Sydney,1100,7020,7320,300
Sydney,1100,13140,13380,240
Sydney,1101,6840,7140,300
Sydney,1101,12960,13200,240
